id,carat,cut,color,clarity,depth,table,x,y,z,price
17484,0.27,Ideal,I,VVS2,61.2,56.0,4.18,4.2,2.56,587
17485,1.39,Ideal,H,VVS2,61.2,54.0,7.23,7.25,4.43,9298
17486,0.51,Premium,G,VS1,61.1,58.0,5.12,5.19,3.15,1656
17487,1.01,Good,H,SI1,64.6,56.0,6.17,6.21,4.0,4274
17488,0.73,Good,E,SI1,63.6,57.0,5.7,5.72,3.63,2871
17489,1.26,Premium,F,VS1,62.7,58.0,6.86,6.93,4.32,9896
17490,1.5,Premium,H,SI2,62.3,60.0,7.3,7.22,4.52,8645
17491,1.7,Good,H,VS2,63.3,57.0,7.54,7.59,4.79,12117
17492,0.23,Premium,E,VS1,61.8,60.0,3.95,3.91,2.43,513
17493,0.35,Ideal,G,VS1,62.5,55.0,4.55,4.51,2.83,906
17494,0.53,Ideal,E,VS2,61.5,56.0,5.22,5.25,3.22,1948
17495,0.56,Ideal,E,VVS2,61.7,56.0,5.31,5.33,3.28,2712
17496,1.6,Very Good,H,VS1,61.2,58.6,7.48,7.63,4.62,12378
17497,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2328
17498,0.31,Premium,G,VS1,62.4,59.0,4.34,4.32,2.7,802
17499,0.71,Ideal,F,VS2,61.2,56.0,5.73,5.77,3.52,2891
17500,1.56,Premium,H,SI1,61.9,59.0,7.46,7.4,4.6,10990
17501,0.51,Very Good,E,VVS2,60.0,58.0,5.2,5.23,3.13,2365
17502,0.54,Ideal,G,SI1,61.5,55.1,5.25,5.27,3.23,1395
17503,1.21,Good,F,VS2,63.7,58.0,6.67,6.71,4.26,7911
17504,1.51,Premium,F,VS2,62.9,61.0,7.31,7.22,4.57,13945
17505,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2634
17506,0.31,Premium,D,SI2,60.1,58.0,4.38,4.4,2.64,462
17507,1.01,Premium,I,SI1,62.3,58.0,6.44,6.4,4.0,4355
17508,0.35,Premium,E,SI1,60.8,60.0,4.57,4.51,2.76,788
17509,0.36,Premium,G,VS1,59.7,56.0,4.67,4.64,2.78,932
17510,0.26,Ideal,F,VVS2,61.6,57.0,4.08,4.1,2.52,599
17511,0.74,Premium,F,VS1,61.7,57.0,5.85,5.79,3.59,3170
17512,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3140
17513,0.59,Premium,E,SI1,58.7,57.0,5.53,5.47,3.23,1550
17514,1.01,Ideal,G,SI1,60.8,56.0,6.53,6.49,3.96,5204
17515,0.36,Ideal,D,VS2,61.7,55.0,4.58,4.6,2.83,852
17516,1.02,Very Good,F,VS2,61.8,57.0,6.4,6.44,3.97,6047
17517,0.53,Very Good,F,SI1,60.9,60.0,5.16,5.22,3.16,1322
17518,0.33,Ideal,D,VVS1,61.0,55.0,4.47,4.52,2.74,1100
17519,0.32,Ideal,F,VS2,60.9,56.0,4.41,4.45,2.7,610
17520,0.3,Very Good,G,SI1,62.9,59.0,4.24,4.28,2.68,447
17521,0.7,Ideal,E,SI1,61.8,56.0,5.72,5.68,3.52,2576
17522,0.76,Very Good,H,SI1,61.6,58.0,5.88,5.91,3.63,2663
17523,3.01,Ideal,J,I1,65.4,60.0,8.99,8.93,5.86,16538
17524,1.14,Ideal,J,VS1,61.5,57.0,6.7,6.73,4.13,5392
17525,0.39,Very Good,E,VVS2,59.5,58.0,4.74,4.77,2.83,1054
17526,1.36,Premium,I,SI2,62.7,58.0,7.08,7.01,4.42,5963
17527,0.35,Premium,I,SI2,60.9,58.0,4.56,4.53,2.77,512
17528,0.27,Ideal,I,VS1,61.9,54.0,4.14,4.19,2.58,432
17529,0.26,Very Good,E,VVS1,62.9,58.0,4.06,4.08,2.56,599
17530,1.02,Ideal,E,IF,62.2,56.0,6.44,6.38,3.99,12030
17531,0.31,Ideal,E,VS1,61.6,56.0,4.38,4.35,2.69,942
17532,0.7,Very Good,D,VS1,62.9,60.0,5.57,5.62,3.52,3231
17533,0.34,Premium,F,VS2,59.8,59.0,4.55,4.51,2.71,854
17534,0.32,Premium,G,VS1,61.0,59.0,4.39,4.43,2.69,645
17535,2.02,Very Good,E,SI1,59.8,59.0,8.11,8.2,4.88,18731
17536,0.35,Premium,H,VS1,61.3,59.0,4.57,4.54,2.79,788
17537,0.37,Premium,J,VS2,60.7,60.0,4.68,4.65,2.83,583
17538,0.93,Very Good,D,SI2,60.6,59.0,6.3,6.34,3.83,4214
17539,0.73,Ideal,E,VS2,62.2,56.0,5.76,5.78,3.59,3328
17540,0.31,Very Good,H,VVS1,63.3,56.0,4.32,4.3,2.73,907
17541,1.11,Ideal,E,VS2,61.0,57.0,6.65,6.7,4.08,9625
17542,0.79,Very Good,E,VS2,62.7,56.0,5.85,5.88,3.68,3539
17543,0.7,Very Good,E,VS2,58.9,60.0,5.83,5.85,3.44,2845
17544,1.2,Very Good,G,VS2,62.2,58.0,6.75,6.79,4.21,8124
17545,1.51,Premium,I,SI2,61.2,62.0,7.28,7.19,4.43,5682
17546,0.55,Very Good,E,VVS2,60.6,56.0,5.33,5.36,3.24,2499
17547,2.22,Premium,I,SI1,59.9,59.0,8.46,8.41,5.05,18432
17548,2.02,Premium,H,SI2,61.4,59.0,8.15,8.08,4.98,15606
17549,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1230
17550,0.71,Ideal,D,SI2,61.6,55.0,5.74,5.76,3.54,2767
17551,0.64,Ideal,H,IF,60.5,57.0,5.58,5.62,3.39,2420
17552,1.0,Fair,I,SI1,56.4,61.0,6.58,6.55,3.7,3920
17553,0.72,Ideal,D,SI1,61.5,54.0,5.77,5.8,3.56,2804
17554,1.39,Good,F,SI2,63.8,55.0,7.05,7.08,4.51,6969
17555,1.33,Very Good,H,SI2,60.8,59.0,7.07,7.11,4.31,6071
17556,0.76,Premium,F,SI1,62.5,59.0,5.79,5.77,3.61,2443
17557,0.36,Premium,H,VS1,60.5,59.0,4.6,4.63,2.79,631
17558,0.57,Ideal,E,VS2,61.8,55.0,5.38,5.34,3.31,1949
17559,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1662
17560,0.34,Ideal,G,IF,61.5,55.0,4.51,4.53,2.78,974
17561,0.41,Ideal,G,VS2,62.2,57.0,4.75,4.77,2.96,891
17562,1.01,Very Good,E,SI2,60.9,58.0,6.45,6.49,3.94,4566
17563,0.3,Ideal,E,VVS1,61.5,57.0,4.35,4.33,2.67,956
17564,0.38,Ideal,E,SI1,61.9,55.0,4.64,4.7,2.89,700
17565,2.01,Good,I,VS2,59.0,64.0,8.25,8.19,4.85,11115
17566,1.22,Premium,E,VVS1,61.1,60.0,6.87,6.85,4.19,13824
17567,1.51,Good,H,VS1,59.9,61.0,7.34,7.39,4.41,10129
17568,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,4718
17569,2.01,Fair,F,I1,58.7,66.0,8.3,8.19,4.84,7294
17570,0.3,Ideal,F,IF,62.3,57.0,4.29,4.31,2.68,886
17571,1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,12872
17572,0.89,Fair,I,VS1,68.2,65.0,5.82,5.74,3.94,2334
17573,0.54,Ideal,H,SI1,62.1,56.0,5.18,5.26,3.24,1178
17574,1.07,Premium,H,SI1,62.1,58.0,6.56,6.49,4.05,5055
17575,0.7,Fair,G,VVS2,65.3,61.0,5.58,5.48,3.61,2710
17576,1.03,Premium,E,VS2,62.5,59.0,6.42,6.44,4.02,6072
17577,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,11574
17578,1.11,Very Good,H,SI2,59.8,60.0,6.66,6.75,4.01,4456
17579,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,13047
17580,1.21,Very Good,H,VS1,62.4,60.0,6.73,6.79,4.22,7279
17581,0.56,Premium,G,VS1,60.5,59.0,5.31,5.26,3.2,1915
17582,0.31,Ideal,E,VVS2,61.7,56.0,4.36,4.33,2.68,1046
17583,1.5,Premium,E,SI2,62.7,59.0,7.3,7.22,4.55,8316
17584,1.05,Ideal,F,SI1,60.6,59.0,6.51,6.56,3.96,5586
17585,1.05,Ideal,I,SI1,62.1,54.0,6.54,6.55,4.06,4679
17586,1.23,Premium,F,VS2,61.2,58.0,6.93,6.87,4.22,9333
17587,2.06,Ideal,I,SI2,63.3,54.0,8.09,8.14,5.13,14505
17588,0.31,Premium,G,VS1,62.1,58.0,4.36,4.31,2.69,802
17589,0.7,Very Good,F,SI1,59.8,60.0,5.75,5.83,3.46,2196
17590,1.0,Very Good,E,SI2,63.9,57.0,6.24,6.27,4.0,4321
17591,0.78,Very Good,E,VS2,61.7,58.0,5.9,5.93,3.65,3334
17592,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,2724
17593,1.52,Good,H,SI1,63.6,57.0,7.3,7.25,4.63,10078
17594,1.44,Ideal,D,SI1,63.0,55.0,7.23,7.18,4.54,10725
17595,1.0,Good,E,SI2,63.5,54.0,6.35,6.41,4.05,4400
17596,2.16,Ideal,I,SI1,62.0,56.0,8.28,8.3,5.14,18029
17597,1.02,Very Good,E,SI2,63.1,59.0,6.33,6.39,4.01,4404
17598,1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,13061
17599,0.91,Very Good,E,SI2,58.6,63.0,6.38,6.32,3.72,2963
17600,0.25,Very Good,F,VS1,60.7,57.0,4.06,4.09,2.47,480
17601,0.53,Ideal,G,VS1,61.2,55.0,5.23,5.26,3.21,1754
17602,0.92,Very Good,E,SI1,63.2,58.0,6.18,6.16,3.9,4183
17603,1.11,Ideal,E,IF,61.8,55.0,6.65,6.69,4.12,15464
17604,0.29,Good,E,VVS2,62.7,62.0,4.19,4.23,2.64,617
17605,1.51,Premium,E,SI1,61.5,61.0,7.41,7.31,4.53,11565
17606,2.0,Fair,I,VS1,66.3,54.0,7.98,7.88,5.26,12907
17607,0.72,Premium,G,SI2,59.1,61.0,5.89,5.85,3.47,1764
17608,1.53,Premium,G,I1,62.8,58.0,7.39,7.28,4.61,6183
17609,2.0,Ideal,F,SI2,61.6,57.0,8.16,8.1,5.01,13351
17610,0.61,Very Good,E,VS1,61.1,58.0,5.47,5.52,3.36,2243
17611,0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,789
17612,1.26,Ideal,F,VS2,61.4,57.0,7.02,6.96,4.29,9236
17613,0.61,Very Good,D,VS1,60.9,56.0,5.49,5.51,3.35,2481
17614,0.9,Ideal,I,VS2,61.3,56.0,6.24,6.2,3.81,3805
17615,0.4,Ideal,J,IF,62.4,56.0,4.74,4.71,2.95,1063
17616,0.57,Ideal,E,VS2,61.7,56.0,5.34,5.36,3.3,1851
17617,1.01,Good,G,VS1,63.8,57.0,6.38,6.35,4.06,6882
17618,0.31,Premium,G,VS2,60.7,61.0,4.37,4.33,2.64,698
17619,1.01,Very Good,F,SI2,62.3,59.0,6.31,6.37,3.95,4384
17620,1.53,Ideal,H,SI1,59.8,59.0,7.48,7.54,4.49,10063
17621,0.91,Premium,E,SI1,60.5,61.0,6.23,6.19,3.76,4138
17622,1.51,Very Good,H,VS2,62.8,60.0,7.25,7.28,4.56,11166
17623,0.33,Ideal,G,VVS2,61.7,55.0,4.42,4.46,2.74,752
17624,0.5,Ideal,F,SI1,59.9,56.0,5.09,5.36,3.13,1282
17625,0.54,Ideal,J,VVS2,61.6,57.0,5.25,5.23,3.23,1720
17626,0.44,Ideal,H,SI1,61.9,57.0,4.9,4.92,3.04,733
17627,1.09,Good,D,SI2,63.8,60.0,6.57,6.49,4.16,4682
17628,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,1924
17629,0.3,Very Good,D,VS2,60.3,60.0,4.28,4.31,2.59,710
17630,1.01,Very Good,G,VVS2,61.9,58.0,6.38,6.48,3.98,6257
17631,1.03,Very Good,F,VS1,62.2,57.0,6.47,6.51,4.04,7233
17632,0.26,Very Good,E,VVS1,61.4,58.0,4.12,4.15,2.54,597
17633,0.4,Ideal,I,VS2,62.6,54.0,4.74,4.75,2.97,667
17634,1.01,Very Good,H,SI1,63.0,60.0,6.33,6.36,4.0,4559
17635,1.04,Premium,H,SI1,62.1,56.0,6.48,6.41,4.01,4316
17636,0.31,Ideal,D,SI1,61.2,55.0,4.37,4.49,2.71,571
17637,0.4,Ideal,E,SI1,62.4,54.0,4.72,4.74,2.95,694
17638,0.31,Ideal,G,IF,62.1,54.0,4.35,4.38,2.71,891
17639,0.71,Very Good,E,SI1,59.3,59.0,5.83,5.87,3.47,2590
17640,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,619
17641,0.35,Premium,G,VS1,62.3,59.0,4.53,4.49,2.81,906
17642,0.33,Ideal,F,IF,62.2,53.0,4.46,4.48,2.78,957
17643,0.96,Fair,G,SI2,72.2,56.0,6.01,5.81,4.28,2438
17644,0.56,Premium,E,SI1,62.5,59.0,5.24,5.2,3.26,1653
17645,1.01,Ideal,E,VVS2,62.8,56.0,6.39,6.34,4.0,9254
17646,1.0,Premium,G,VS2,59.3,60.0,6.55,6.51,3.87,6048
17647,0.56,Very Good,G,VVS2,61.6,56.0,5.29,5.31,3.27,2010
17648,0.53,Very Good,H,VVS2,61.3,61.0,5.15,5.2,3.17,1548
17649,1.01,Very Good,E,SI1,62.6,57.0,6.36,6.41,4.0,4912
17650,0.51,Good,F,VVS2,60.2,62.0,5.16,5.21,3.12,1942
17651,0.73,Very Good,F,VS2,62.7,58.0,5.73,5.75,3.6,2939
17652,2.06,Premium,I,SI2,61.0,59.0,8.24,8.21,5.02,14982
17653,1.22,Premium,F,SI1,62.5,59.0,6.78,6.83,4.25,6932
17654,0.33,Very Good,E,SI1,59.1,59.0,4.54,4.59,2.7,540
17655,1.17,Ideal,F,VS2,61.8,55.0,6.81,6.74,4.19,8072
17656,0.41,Very Good,I,VVS1,63.5,58.0,4.7,4.75,3.0,845
17657,1.17,Ideal,G,VVS1,62.2,53.0,6.76,6.79,4.21,9799
17658,1.0,Ideal,H,VS2,62.4,57.0,6.42,6.36,3.99,4172
17659,0.71,Ideal,H,VS1,60.3,59.0,5.75,5.79,3.48,2487
17660,0.54,Ideal,D,VS2,61.3,56.0,5.26,5.22,3.21,1993
17661,0.43,Ideal,I,VS1,62.2,53.0,4.86,4.91,3.04,789
17662,0.27,Ideal,E,VS1,61.6,57.0,4.16,4.12,2.55,603
17663,0.5,Premium,G,VVS2,60.9,59.0,5.09,5.12,3.11,1838
17664,0.76,Ideal,G,SI2,62.1,54.0,5.88,5.84,3.64,2143
17665,1.51,Ideal,G,VS2,61.9,57.0,7.37,7.3,4.54,13115
17666,1.0,Premium,I,SI2,61.6,59.0,6.41,6.34,3.93,3780
17667,0.73,Ideal,I,SI2,62.4,56.0,5.74,5.77,3.59,2218
17668,1.2,Very Good,I,SI2,60.3,57.0,6.88,6.95,4.17,4514
17669,0.81,Ideal,H,VS2,61.6,56.0,6.03,5.98,3.7,3084
17670,0.4,Very Good,G,SI1,63.3,58.0,4.69,4.66,2.96,840
17671,0.8,Premium,E,SI2,59.9,58.0,6.03,5.96,3.59,2939
17672,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1317
17673,0.46,Good,F,IF,56.2,61.0,5.16,5.24,2.92,1806
17674,1.02,Ideal,E,SI2,60.3,57.0,6.53,6.5,3.95,4798
17675,0.9,Very Good,F,SI2,60.3,57.0,6.27,6.34,3.8,3519
17676,0.33,Premium,G,VVS2,60.6,58.0,4.47,4.5,2.72,752
17677,0.34,Ideal,E,VS2,62.1,55.0,4.47,4.49,2.78,745
17678,0.93,Premium,D,SI2,60.6,59.0,6.34,6.3,3.83,4140
17679,0.33,Ideal,F,VVS2,62.4,56.0,4.43,4.41,2.76,1067
17680,0.5,Ideal,G,VS2,62.2,54.0,5.12,5.07,3.17,1721
17681,0.39,Premium,G,VS2,60.4,61.0,4.7,4.67,2.83,1009
17682,0.41,Ideal,E,VS2,61.8,54.0,4.79,4.76,2.95,999
17683,0.42,Ideal,G,VS1,62.5,54.0,4.84,4.79,3.01,984
17684,1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,4949
17685,0.52,Very Good,G,SI1,60.0,57.0,5.25,5.29,3.16,1267
17686,0.28,Ideal,F,IF,62.4,55.0,4.17,4.2,2.61,646
17687,1.5,Ideal,F,SI1,62.0,60.0,7.32,7.29,4.53,12466
17688,1.03,Good,J,VS2,63.7,56.0,6.42,6.35,4.07,3795
17689,1.18,Premium,G,VVS2,59.7,58.0,6.94,6.9,4.13,9537
17690,0.4,Good,E,SI1,63.2,56.0,4.65,4.69,2.95,687
17691,0.71,Ideal,I,VS1,61.8,54.0,5.77,5.72,3.56,2637
17692,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,1048
17693,1.45,Premium,D,SI1,62.2,58.0,7.12,7.03,4.4,10800
17694,0.75,Good,D,SI2,59.9,61.0,5.9,5.96,3.55,2541
17695,2.15,Premium,G,SI2,59.7,60.0,8.4,8.37,5.01,13317
17696,1.5,Very Good,H,SI2,62.0,63.0,7.28,7.24,4.5,7291
17697,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3095
17698,0.7,Ideal,F,VS1,61.2,56.0,5.73,5.76,3.52,3662
17699,0.9,Premium,G,SI1,60.6,62.0,6.21,6.13,3.74,2830
17700,0.77,Premium,I,SI1,60.4,58.0,5.96,5.99,3.61,2089
17701,1.51,Premium,H,SI1,60.7,59.0,7.43,7.39,4.5,10020
17702,0.71,Premium,D,SI2,61.6,60.0,5.7,5.64,3.49,2317
17703,2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,13996
17704,0.92,Ideal,J,SI1,61.7,57.0,6.21,6.26,3.85,3181
17705,0.7,Very Good,F,VS2,58.9,58.0,5.77,5.8,3.41,2362
17706,1.51,Premium,G,VS2,62.7,58.0,7.31,7.2,4.55,12872
17707,0.91,Premium,F,SI2,61.0,51.0,6.24,6.21,3.8,3546
17708,0.52,Ideal,D,VS1,61.0,56.0,5.2,5.23,3.18,2010
17709,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,2982
17710,0.42,Ideal,F,VVS1,62.2,53.0,4.81,4.83,3.0,1223
17711,0.31,Ideal,G,VS1,61.0,56.0,4.35,4.4,2.67,642
17712,1.32,Fair,F,VVS1,58.0,66.0,7.31,7.28,4.23,12648
17713,1.51,Premium,G,SI2,62.4,57.0,7.35,7.29,4.57,7695
17714,0.38,Very Good,F,VS2,61.9,54.8,4.63,4.69,2.89,906
17715,0.32,Ideal,D,VS2,62.0,55.0,4.37,4.41,2.72,758
17716,0.55,Ideal,E,VS1,62.2,55.0,5.22,5.26,3.26,1975
17717,0.9,Very Good,H,VS1,62.9,58.0,6.06,6.12,3.83,4309
17718,1.04,Ideal,F,SI2,62.1,57.0,6.48,6.46,4.02,4754
17719,0.31,Good,H,VS2,63.8,56.0,4.33,4.29,2.75,586
17720,0.93,Premium,H,SI1,60.9,61.0,6.24,6.2,3.79,3437
17721,1.0,Very Good,D,SI1,62.3,59.0,6.26,6.29,3.91,5342
17722,0.5,Ideal,F,SI2,62.0,58.0,5.08,5.11,3.16,1095
17723,0.41,Very Good,F,SI1,63.1,59.0,4.75,4.7,2.98,904
17724,0.23,Good,D,VVS1,64.8,58.0,3.83,3.85,2.49,478
17725,0.43,Ideal,D,VS2,61.8,56.0,4.83,4.81,2.98,1129
17726,0.35,Premium,E,VS2,60.7,60.0,4.58,4.55,2.77,984
17727,0.5,Ideal,F,VS2,61.4,57.0,5.16,5.13,3.16,1632
17728,1.62,Premium,F,VS2,61.1,60.0,7.56,7.57,4.62,14826
17729,1.27,Very Good,G,VVS2,62.5,57.0,6.86,6.91,4.3,8941
17730,1.01,Premium,G,SI2,60.1,58.0,6.54,6.39,3.89,3173
17731,0.34,Ideal,I,IF,62.2,53.5,4.5,4.52,2.8,668
17732,1.0,Fair,G,SI1,63.1,59.0,6.32,6.27,3.97,4163
17733,0.31,Ideal,F,VS2,61.3,57.0,4.3,4.34,2.65,625
17734,0.32,Ideal,H,VVS1,61.3,56.0,4.41,4.43,2.71,708
17735,0.55,Ideal,E,SI1,60.1,57.0,5.36,5.38,3.22,1621
17736,0.38,Ideal,F,IF,61.5,56.0,4.67,4.7,2.88,1212
17737,0.31,Ideal,D,VS2,60.4,56.0,4.39,4.42,2.66,734
17738,0.63,Premium,G,VS2,61.5,57.0,5.54,5.51,3.4,1871
17739,0.31,Ideal,D,SI2,62.6,57.0,4.35,4.27,2.7,593
17740,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,756
17741,1.01,Premium,G,VVS2,60.9,59.0,6.59,6.54,4.0,6968
17742,1.2,Fair,I,SI1,66.2,59.0,6.55,6.47,4.31,4368
17743,1.7,Ideal,H,VS2,62.2,57.0,7.67,7.63,4.76,13756
17744,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,789
17745,0.31,Fair,E,VS2,54.2,63.0,4.61,4.51,2.47,814
17746,0.31,Ideal,D,VS2,62.1,54.0,4.37,4.33,2.7,942
17747,2.01,Ideal,I,SI1,62.9,55.0,8.07,8.0,5.05,12606
17748,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,1774
17749,0.34,Premium,I,SI1,61.7,56.0,4.54,4.51,2.79,589
17750,0.73,Ideal,I,VS1,60.7,56.0,5.85,5.81,3.54,2397
17751,1.02,Ideal,D,VVS2,62.2,59.0,6.41,6.46,4.0,11573
17752,1.2,Fair,F,I1,64.6,56.0,6.73,6.66,4.33,2809
17753,1.08,Ideal,H,VS2,61.9,54.0,6.61,6.64,4.1,5745
17754,0.83,Very Good,G,VS2,62.7,58.0,5.97,6.03,3.76,3195
17755,0.81,Very Good,I,VS2,62.6,59.7,5.86,5.92,3.69,2444
17756,0.57,Very Good,D,VS2,62.5,59.0,5.28,5.32,3.31,1748
17757,1.02,Premium,E,VS2,62.1,52.0,6.55,6.49,4.05,6854
17758,1.52,Ideal,G,SI1,63.0,55.0,7.31,7.38,4.63,11510
17759,1.73,Premium,H,SI1,62.0,59.0,7.68,7.59,4.73,12058
17760,1.02,Good,D,SI2,57.5,62.0,6.62,6.6,3.8,3909
17761,0.37,Premium,D,VS2,61.0,56.0,4.68,4.63,2.84,989
17762,0.51,Ideal,D,VS2,61.9,55.0,5.13,5.11,3.17,1882
17763,0.32,Ideal,G,VS2,61.5,55.0,4.39,4.43,2.71,580
17764,1.58,Ideal,I,VS1,62.4,54.0,7.43,7.46,4.64,10920
17765,0.34,Premium,G,VS2,59.6,62.0,4.56,4.54,2.71,714
17766,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,1039
17767,0.31,Ideal,J,VS1,61.9,54.7,4.34,4.36,2.69,429
17768,1.0,Premium,G,VS2,63.0,58.0,6.4,6.33,4.01,6048
17769,2.14,Premium,H,SI2,62.0,60.0,8.27,8.19,5.1,16723
17770,1.72,Very Good,E,SI1,62.2,58.0,7.63,7.7,4.77,15948
17771,2.14,Premium,I,VS2,60.7,59.0,8.28,8.33,5.04,17038
17772,1.0,Good,E,SI2,63.3,55.0,6.25,6.29,3.97,4312
17773,0.4,Very Good,H,SI1,62.6,58.0,4.68,4.72,2.94,666
17774,1.34,Ideal,G,SI2,62.0,55.0,7.06,7.03,4.37,5358
17775,1.01,Ideal,F,VS1,62.2,57.0,6.48,6.39,4.0,7240
17776,0.38,Premium,H,VS2,60.6,58.0,4.7,4.68,2.84,898
17777,0.51,Good,F,SI1,64.0,57.0,5.06,5.01,3.22,1274
17778,1.0,Premium,G,VVS2,60.5,62.0,6.44,6.39,3.88,7392
17779,1.58,Ideal,J,VVS1,61.5,56.0,7.48,7.5,4.61,10357
17780,0.33,Ideal,I,VVS1,61.7,55.7,4.43,4.45,2.74,570
17781,1.02,Ideal,H,SI1,60.9,57.0,6.51,6.55,3.98,5522
17782,0.42,Ideal,D,SI1,61.8,57.0,4.77,4.81,2.96,810
17783,0.51,Very Good,G,VVS2,62.9,57.0,5.09,5.12,3.21,1875
17784,1.52,Premium,F,SI2,60.7,61.0,7.47,7.36,4.5,6554
17785,1.96,Very Good,H,SI2,62.7,58.0,7.86,7.93,4.95,13099
17786,0.7,Good,D,SI2,58.3,60.0,5.81,5.89,3.41,2242
17787,0.3,Good,G,IF,63.8,55.0,4.28,4.24,2.72,956
17788,0.72,Premium,I,SI1,60.6,57.0,5.88,5.73,3.52,1799
17789,0.31,Ideal,D,SI1,61.1,56.0,4.38,4.36,2.67,732
17790,1.03,Ideal,D,SI1,62.2,56.0,6.48,6.45,4.02,6299
17791,0.9,Very Good,E,SI2,62.4,57.0,6.13,6.17,3.84,3662
17792,1.01,Ideal,J,SI2,61.6,55.0,6.45,6.5,3.99,3732
17793,0.4,Ideal,E,SI1,60.5,57.0,4.81,4.77,2.9,945
17794,2.01,Good,G,SI2,63.6,59.0,7.97,7.9,5.05,11096
17795,0.37,Premium,H,VS1,60.9,60.0,4.63,4.6,2.81,833
17796,0.73,Ideal,F,SI1,62.6,55.0,5.75,5.78,3.61,2737
17797,0.25,Very Good,D,VS2,61.1,60.0,4.07,4.11,2.5,399
17798,0.43,Very Good,E,VVS1,61.2,56.0,4.84,4.87,2.97,1433
17799,1.01,Premium,I,SI1,61.8,59.0,6.44,6.37,3.96,4242
17800,1.0,Very Good,G,SI1,63.1,56.0,6.41,6.31,4.01,4295
17801,0.32,Ideal,E,VS1,59.5,57.0,4.49,4.45,2.66,842
17802,0.51,Ideal,E,VS2,62.1,54.0,5.13,5.15,3.19,1608
17803,1.01,Ideal,E,VVS2,62.0,56.0,6.43,6.35,4.01,9483
17804,1.5,Good,H,SI2,64.0,61.0,7.18,7.14,4.58,5208
17805,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,673
17806,0.42,Ideal,H,VVS1,61.9,54.2,4.8,4.82,2.98,1094
17807,0.64,Very Good,D,VS2,58.6,59.0,5.7,5.74,3.35,2332
17808,0.24,Very Good,G,VVS2,62.0,56.0,3.99,4.03,2.48,449
17809,0.42,Ideal,I,VS1,61.5,55.0,4.83,4.86,2.98,771
17810,0.3,Premium,E,VVS1,60.0,60.0,4.38,4.35,2.62,956
17811,0.56,Ideal,E,VS1,61.2,56.0,5.3,5.34,3.26,2085
17812,1.2,Premium,G,SI1,62.5,60.0,6.74,6.68,4.21,5868
17813,1.5,Premium,E,SI2,60.1,60.0,7.42,7.35,4.44,9450
17814,0.39,Ideal,H,VS2,62.3,55.0,4.67,4.7,2.92,707
17815,1.05,Ideal,G,VS2,62.2,54.0,6.53,6.55,4.07,7070
17816,0.42,Ideal,F,VVS2,61.6,55.0,4.84,4.87,2.99,1069
17817,0.36,Very Good,G,VVS2,59.5,56.0,4.68,4.73,2.8,858
17818,0.52,Premium,I,VVS1,63.0,58.0,5.12,5.1,3.22,1619
17819,0.54,Ideal,D,SI1,62.4,57.0,5.23,5.19,3.25,1786
17820,0.2,Ideal,E,VS2,62.2,57.0,3.76,3.73,2.33,367
17821,0.51,Ideal,D,SI1,62.6,57.0,5.11,5.08,3.19,1619
17822,0.65,Very Good,H,SI2,62.0,56.0,5.53,5.56,3.44,1331
17823,0.38,Premium,E,VVS1,60.6,59.0,4.62,4.65,2.81,1047
17824,2.0,Premium,J,VVS2,63.0,59.0,8.0,7.97,5.03,15214
17825,1.0,Good,G,SI1,62.2,63.0,6.36,6.41,3.97,5483
17826,0.26,Ideal,G,VVS1,62.4,56.0,4.11,4.14,2.57,605
17827,1.7,Very Good,I,VS1,61.9,57.0,7.67,7.64,4.74,12621
17828,0.77,Ideal,H,VS1,61.4,55.0,5.89,5.93,3.63,3074
17829,0.31,Ideal,H,VS1,62.6,55.0,4.38,4.34,2.73,698
